DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
230617635,11/9/2023 0:00,11/9/2023 0:00,730,6,Hollywood,676,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,800    VINE                         ST,,34.0853,-118.3266
232017813,11/9/2023 0:00,11/9/2023 0:00,1600,20,Olympic,2069,1,761,BRANDISH WEAPON,1822 0919 1309 1313 0356 0421 0329 0432,46,M,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,761,930,,,VERMONT,11TH,34.0508,-118.2916
230916235,11/10/2023 0:00,11/9/2023 0:00,2030,9,Van Nuys,989,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,VENTURA                      BL,DIXIE CANYON                 AV,34.1471,-118.4249
230414288,11/11/2023 0:00,11/9/2023 0:00,1800,4,Hollenbeck,415,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,34,F,H,710,OTHER PREMISE,,,IC,Invest Cont,740,,,,100 E  AVENUE 26,,34.0765,-118.2157
231819135,11/9/2023 0:00,11/9/2023 0:00,2150,18,Southeast,1862,2,946,OTHER MISCELLANEOUS CRIME,1402,0,X,X,101,STREET,,,IC,Invest Cont,946,998,,,GRAND                        AV,IMPERIAL                     HY,33.9271,-118.276
232116401,11/12/2023 0:00,11/9/2023 0:00,1050,21,Topanga,2189,2,354,THEFT OF IDENTITY,377,67,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,20500    VENTURA                      BL,,34.1677,-118.5808
231222851,11/9/2023 0:00,11/9/2023 0:00,2015,12,77th Street,1258,2,624,BATTERY - SIMPLE ASSAULT,0448 0419 0319 0359 0602 0561 0913,49,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100 E  76TH                         ST,,33.9713,-118.2739
232017929,11/10/2023 0:00,11/9/2023 0:00,2300,20,Olympic,2033,1,330,BURGLARY FROM VEHICLE,1822 1307 0344,25,F,B,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,330,,,,700 S  WESTERN                      AV,,34.0597,-118.3091
231916457,11/9/2023 0:00,11/9/2023 0:00,500,19,Mission,1936,2,888,TRESPASSING,329,66,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,11400    LAUREL CANYON                BL,,34.277,-118.4515
230617663,11/10/2023 0:00,11/9/2023 0:00,1900,6,Hollywood,648,1,330,BURGLARY FROM VEHICLE,0352 1822 1300 1607 0344 1501,30,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,1600 N  ST ANDREWS                   PL,,34.0999,-118.3115
231015670,11/9/2023 0:00,11/9/2023 0:00,1,10,West Valley,1078,1,310,BURGLARY,1822 1609 0352 0344 0321 1414,54,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,16600    ADDISON                      ST,,34.1639,-118.4958
232017758,11/10/2023 0:00,11/9/2023 0:00,2055,20,Olympic,2079,1,210,ROBBERY,1822 0342 0344 0302 1278 0216 0209 0339 1402 0330,41,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,998,,,2200 W  15TH                         ST,,34.0453,-118.2864
231015777,11/12/2023 0:00,11/9/2023 0:00,1600,10,West Valley,1008,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,41,M,W,407,HARDWARE/BUILDING SUPPLY,,,IC,Invest Cont,740,,,,16800    ROSCOE                       BL,,34.2206,-118.4982
230716970,11/10/2023 0:00,11/9/2023 0:00,1845,7,Wilshire,721,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1606 1822 0344,78,M,B,108,PARKING LOT,,,IC,Invest Cont,420,,,,8700 W  BEVERLY                      BL,,34.0768,-118.3806
230220907,11/13/2023 0:00,11/9/2023 0:00,1900,2,Rampart,235,2,354,THEFT OF IDENTITY,1822 0929 0344,52,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,100 S  CARONDELET                   ST,,34.0683,-118.2748
232018141,11/10/2023 0:00,11/9/2023 0:00,1500,20,Olympic,2013,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 2032 0385 1822,0,,,101,STREET,,,IC,Invest Cont,420,,,,N  OXFORD                       AV,BEVERLY                      BL,34.0763,-118.3079
231015679,11/9/2023 0:00,11/9/2023 0:00,1530,10,West Valley,1047,1,330,BURGLARY FROM VEHICLE,1822 1609 0344 1414,53,F,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,17000    BURBANK                      BL,,34.1722,-118.503
230617648,11/9/2023 0:00,11/9/2023 0:00,300,6,Hollywood,636,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1609 1300 0329,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,6600    HOLLYWOOD                    BL,,34.1034,-118.3325
232018163,11/10/2023 0:00,11/9/2023 0:00,1655,20,Olympic,2004,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344 1822 2032,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,4800    MELROSE                      AV,,34.0835,-118.305
231222857,11/10/2023 0:00,11/9/2023 0:00,2030,12,77th Street,1213,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1700 W  57TH                         ST,,33.9906,-118.307
230717104,11/14/2023 0:00,11/9/2023 0:00,1600,7,Wilshire,722,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6600    MARYLAND                     DR,,34.0676,-118.3708
231420119,11/9/2023 0:00,11/9/2023 0:00,1200,14,Pacific,1444,2,662,"BUNCO, GRAND THEFT",344,60,F,B,710,OTHER PREMISE,,,IC,Invest Cont,662,,,,3200    CARTER                       AV,,33.9878,-118.446
231916411,11/9/2023 0:00,11/9/2023 0:00,1630,19,Mission,1925,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1402 0416 0906 0411 1218 0305 0342 0371 1270,27,M,H,108,PARKING LOT,216,SCISSORS,IC,Invest Cont,230,998,,,12200    FRANK MODUGNO                DR,,34.2928,-118.4493
231819109,11/9/2023 0:00,11/9/2023 0:00,815,18,Southeast,1834,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0385 1300 1602 0344,64,F,H,101,STREET,,,IC,Invest Cont,331,,,,400 E  105TH                        ST,,33.941,-118.2674
230123707,11/9/2023 0:00,11/9/2023 0:00,1140,1,Central,119,2,625,OTHER ASSAULT,0910 0447 0416,42,M,W,834,LA UNION STATION (NOT LINE SPECIFIC),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,,,,00    GATEWAY PLZ,,34.0547,-118.2335
232018131,11/9/2023 0:00,11/9/2023 0:00,1425,20,Olympic,2031,2,354,THEFT OF IDENTITY,0100 1822 0929,0,,,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,700 S  NORTON                       AV,,34.0599,-118.3176
231717364,11/9/2023 0:00,11/9/2023 0:00,515,17,Devonshire,1745,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,17100    MINNEHAHA                    ST,,34.2602,-118.5051
230124129,11/14/2023 0:00,11/9/2023 0:00,1430,1,Central,152,1,310,BURGLARY,0344 1607,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,500 S  GRAND                        AV,,34.0502,-118.2539
230916392,11/15/2023 0:00,11/9/2023 0:00,600,9,Van Nuys,943,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1602,72,M,W,504,OTHER RESIDENCE,,,IC,Invest Cont,745,,,,5400    SYLMAR                       AV,,34.1688,-118.4466
231613918,11/9/2023 0:00,11/9/2023 0:00,1640,16,Foothill,1637,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0430 1100 1300 1407 1822,38,M,O,108,PARKING LOT,103,RIFLE,IC,Invest Cont,230,998,,,8200    FOOTHILL                     BL,,34.2634,-118.3074
231420199,11/11/2023 0:00,11/9/2023 0:00,1552,14,Pacific,1453,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2004 1606 0344 1300,22,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,331,,,,13400    MAXELLA                      AV,,33.9906,-118.4391
231222870,11/10/2023 0:00,11/9/2023 0:00,1845,12,77th Street,1235,1,310,BURGLARY,1607 0329 0344,63,M,B,217,AUTO REPAIR SHOP,,,IC,Invest Cont,310,,,,1200 W  SLAUSON                      AV,,33.9891,-118.2958
230220605,11/9/2023 0:00,11/9/2023 0:00,45,2,Rampart,237,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,LOMA                         PL,CROWN HILL                   AV,34.0614,-118.2653
231916431,11/10/2023 0:00,11/9/2023 0:00,1930,19,Mission,1974,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0209,0,M,O,248,CELL PHONE STORE,,,IC,Invest Cont,440,,,,9000    VAN NUYS                     BL,,34.2331,-118.4502
230916203,11/9/2023 0:00,11/9/2023 0:00,1100,9,Van Nuys,938,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,63,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,13600    VICTORY                      BL,,34.1867,-118.429
230816694,11/9/2023 0:00,11/9/2023 0:00,1427,8,West LA,847,1,310,BURGLARY,1307 0344,39,M,O,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,2200    PARNELL                      AV,,34.0476,-118.4255
231517332,11/9/2023 0:00,11/9/2023 0:00,550,15,N Hollywood,1549,2,624,BATTERY - SIMPLE ASSAULT,2004 0416,29,F,B,913,MTA - RED LINE - NORTH HOLLYWOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5300    LANKERSHIM                   BL,,34.172,-118.3789
230617870,11/15/2023 0:00,11/9/2023 0:00,10,6,Hollywood,644,1,330,BURGLARY FROM VEHICLE,1822 0344 1300 1307 1609,24,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,7100 W  SUNSET                       BL,,34.098,-118.3441
230220672,11/9/2023 0:00,11/9/2023 0:00,1150,2,Rampart,271,1,210,ROBBERY,1822 2004 0344 0334,30,M,H,102,SIDEWALK,207,OTHER KNIFE,AO,Adult Other,210,,,,LAKE                         ST,MAYWOOD,34.0529,-118.2819
232001036,11/9/2023 0:00,11/9/2023 0:00,1705,20,Olympic,2076,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0342 1822 0329 0311 0906,0,X,X,218,BEAUTY/BARBER SHOP,,,IC,Invest Cont,740,,,,PICO,NEW HAMPSHIRE,34.0473,-118.2924
231420415,11/10/2023 0:00,11/9/2023 0:00,2300,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0930 2032 0344,24,F,A,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,100    WORLD WAY,,33.9455,-118.4004
231223157,11/15/2023 0:00,11/9/2023 0:00,2130,12,77th Street,1239,1,648,ARSON,0603 0903,37,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",506,FIRE,IC,Invest Cont,648,,,,6100 S  FIGUEROA                     ST,,33.9842,-118.2827
230319454,11/9/2023 0:00,11/9/2023 0:00,1300,3,Southwest,337,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0334 1300,22,X,X,122,"VEHICLE, PASSENGER/TRUCK",204,FOLDING KNIFE,AA,Adult Arrest,740,,,,30TH                         ST,W  HOBART                       BL,34.0273,-118.3078
230916241,11/10/2023 0:00,11/9/2023 0:00,1900,9,Van Nuys,914,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 1606 0344,32,M,A,108,PARKING LOT,,,IC,Invest Cont,420,,,,14900    SHERMAN                      WY,,34.2011,-118.4575
232116228,11/9/2023 0:00,11/9/2023 0:00,145,21,Topanga,2104,1,761,BRANDISH WEAPON,0334 0603 0913,54,F,W,108,PARKING LOT,308,STICK,IC,Invest Cont,761,,,,21700    PARTHENIA                    ST,,34.232,-118.6006
232116263,11/9/2023 0:00,11/9/2023 0:00,1650,21,Topanga,2126,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,46,M,B,108,PARKING LOT,,,IC,Invest Cont,341,,,,7900    DEERING                      AV,,34.2138,-118.5951
231916442,11/10/2023 0:00,11/9/2023 0:00,1815,19,Mission,1985,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,8400    VAN NUYS                     BL,,34.2229,-118.4487
230916216,11/10/2023 0:00,11/9/2023 0:00,1109,9,Van Nuys,984,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,956,,,,14600    VENTURA                      BL,,34.1513,-118.4511
232116370,11/10/2023 0:00,11/9/2023 0:00,2035,21,Topanga,2143,1,330,BURGLARY FROM VEHICLE,344,60,F,W,102,SIDEWALK,,,IC,Invest Cont,330,,,,23100    FRIAR                        ST,,34.1855,-118.6296
230220640,11/9/2023 0:00,11/9/2023 0:00,600,2,Rampart,201,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2004 1822 0443 1266,34,M,B,907,MTA - RED LINE - VERMONT/SANTA MONICA,511,VERBAL THREAT,AA,Adult Arrest,930,,,,1000 N  VERMONT                      AV,,34.0873,-118.296
231015689,11/9/2023 0:00,11/9/2023 0:00,2030,10,West Valley,1017,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0416 2021 0446 1414,56,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,17200    SATICOY                      ST,,34.2084,-118.5076
232018084,11/11/2023 0:00,11/9/2023 0:00,1600,20,Olympic,2011,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1501,46,M,O,101,STREET,,,IC,Invest Cont,331,,,,100 S  GRAMERCY                     PL,,34.073,-118.3125
231115596,11/10/2023 0:00,11/9/2023 0:00,1700,11,Northeast,1139,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,5900 N  FIGUEROA                     ST,,34.1106,-118.1908
230601111,11/9/2023 0:00,11/9/2023 0:00,1730,6,Hollywood,648,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0202 0319 0334 0216 1822 0400 0411 1402,21,M,H,203,OTHER BUSINESS,207,OTHER KNIFE,IC,Invest Cont,230,998,,,5500 W  SUNSET                       BL,,34.1,-118.3113
230123725,11/9/2023 0:00,11/9/2023 0:00,1330,1,Central,163,2,624,BATTERY - SIMPLE ASSAULT,0416 0334,43,M,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700 S  SPRING                       ST,,34.0438,-118.2547
230123714,11/9/2023 0:00,11/9/2023 0:00,2135,1,Central,135,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 2004 1212 1402 0334 0445,30,M,H,516,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,308,STICK,IC,Invest Cont,231,998,,,100 E  3RD                          ST,,34.0495,-118.2459
231613924,11/10/2023 0:00,11/9/2023 0:00,2000,16,Foothill,1642,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,13100    GARBER                       ST,,34.2557,-118.4201
231916563,11/13/2023 0:00,11/9/2023 0:00,2230,19,Mission,1921,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,61,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,12800    SAN FERNANDO                 RD,,34.3098,-118.4729
230414223,11/9/2023 0:00,11/9/2023 0:00,40,4,Hollenbeck,453,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,BOYLE,PENNSYLVANIA,34.0487,-118.2192
232017817,11/9/2023 0:00,11/9/2023 0:00,1630,20,Olympic,2056,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1251 1259 0202 0344 1822,14,F,B,101,STREET,,,IC,Invest Cont,440,,,,PICO,MENLO,34.0509,-118.2937
231819141,11/10/2023 0:00,11/9/2023 0:00,2130,18,Southeast,1802,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 W  86TH                         PL,,33.9594,-118.2739
231916450,11/10/2023 0:00,11/9/2023 0:00,1700,19,Mission,1987,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8700    WAKEFIELD                    AV,,34.2279,-118.4462
231517375,11/10/2023 0:00,11/9/2023 0:00,445,15,N Hollywood,1585,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,28,M,F,101,STREET,,,IC,Invest Cont,740,,,,3900    RIVERTON                     AV,,34.1401,-118.3668
230916226,11/10/2023 0:00,11/9/2023 0:00,2030,9,Van Nuys,932,2,647,THROWING OBJECT AT MOVING VEHICLE,1312 0447,25,M,H,210,RESTAURANT/FAST FOOD,306,ROCK/THROWN OBJECT,IC,Invest Cont,647,,,,14800    VICTORY                      BL,,34.1867,-118.4553
230617872,11/15/2023 0:00,11/9/2023 0:00,1545,6,Hollywood,638,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0349,35,F,W,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,440,,,,1700    TAFT                         AV,,34.1017,-118.3147
230515653,11/10/2023 0:00,11/9/2023 0:00,2130,5,Harbor,514,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1000    FRIGATE                      AV,,33.7821,-118.2781
231320385,11/9/2023 0:00,11/9/2023 0:00,450,13,Newton,1385,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0344 1822 1309 0342,37,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,500 E  62ND                         ST,,33.9834,-118.2661
231819134,11/9/2023 0:00,11/9/2023 0:00,2023,18,Southeast,1851,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2000 0913 0421 1814 1243 1402,62,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,930,998,,,13000 S  VERMONT                      AV,,33.9144,-118.2916
231320358,11/9/2023 0:00,11/9/2023 0:00,1220,13,Newton,1321,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,56,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1900 S  LOS ANGELES                  ST,,34.0305,-118.2636
230301035,11/10/2023 0:00,11/9/2023 0:00,30,3,Southwest,392,1,210,ROBBERY,0334 0342 0416 0445 0446 0913 1402,52,M,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,210,,,,4400    11TH                         AV,,34.0037,-118.3294
232017757,11/9/2023 0:00,11/9/2023 0:00,600,20,Olympic,2019,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,BEVERLY                      BL,JUANITA                      AV,34.0763,-118.2905
230916256,11/11/2023 0:00,11/9/2023 0:00,1800,9,Van Nuys,941,1,310,BURGLARY,0329 0358 1608 1275 1267,59,M,B,418,,,,IC,Invest Cont,310,,,,15200    BURBANK                      BL,,34.1766,-118.4589
230701023,11/9/2023 0:00,11/9/2023 0:00,2130,7,Wilshire,727,1,310,BURGLARY,1402 0329 1609 0344 0321 1403,77,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,100 S  JUNE                         ST,,34.0726,-118.3393
231115573,11/9/2023 0:00,11/9/2023 0:00,1445,11,Northeast,1177,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1822 0325 0344 0104,0,X,X,243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,AA,Adult Arrest,343,,,,2000 N  FIGUEROA                     ST,,34.0884,-118.2258
230717190,11/15/2023 0:00,11/9/2023 0:00,1510,7,Wilshire,778,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0361,44,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,1600    12TH                         AV,,34.044,-118.3264
231420231,11/13/2023 0:00,11/9/2023 0:00,1455,14,Pacific,1416,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,54,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,12500    EVERGLADE                    ST,,34.012,-118.4421
230220741,11/10/2023 0:00,11/9/2023 0:00,1800,2,Rampart,269,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1500 W  8TH                          ST,,34.0511,-118.2707
230414268,11/9/2023 0:00,11/9/2023 0:00,510,4,Hollenbeck,497,1,310,BURGLARY,0329 0344,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,3000 E  WASHINGTON                   BL,,34.0161,-118.2152
231916561,11/13/2023 0:00,11/9/2023 0:00,2006,19,Mission,1998,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,M,O,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,VAN NUYS,BLYTHE,34.2152,-118.4488
231015677,11/9/2023 0:00,11/9/2023 0:00,1220,10,West Valley,1061,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0443 1300,30,M,W,116,OTHER/OUTSIDE,511,VERBAL THREAT,AO,Adult Other,930,,,,5500    SYLVIA                       AV,,34.1709,-118.5523
230319785,11/9/2023 0:00,11/9/2023 0:00,718,3,Southwest,363,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,22,X,X,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,341,,,,3700    DON FELIPE                   DR,,34.0126,-118.3403
231320380,11/9/2023 0:00,11/9/2023 0:00,2215,13,Newton,1391,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,1402,0,X,X,101,STREET,,,IC,Invest Cont,822,998,,,GAGE                         AV,GRAND                        AV,33.9824,-118.2802
230716997,11/10/2023 0:00,11/9/2023 0:00,1300,7,Wilshire,753,1,761,BRANDISH WEAPON,0334 0913,64,M,W,510,NURSING/CONVALESCENT/RETIREMENT HOME,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,,,,1000 S  FAIRFAX                      AV,,34.0582,-118.3639
230319970,11/17/2023 0:00,11/9/2023 0:00,1630,3,Southwest,358,1,480,BIKE - STOLEN,1251 0344 1822,25,M,I,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,3500 S  FIGUEROA                     ST,,34.0215,-118.2868
230220721,11/9/2023 0:00,11/9/2023 0:00,2052,2,Rampart,265,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 0432 0906 1270 1816 0450 0334 1407 1822,20,M,H,203,OTHER BUSINESS,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230,998,,,800 S  ALVARADO                     ST,,34.0549,-118.2778
231517392,11/10/2023 0:00,11/9/2023 0:00,2000,15,N Hollywood,1553,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,11900    RIVERSIDE                    DR,,34.1576,-118.3921
230816699,11/10/2023 0:00,11/9/2023 0:00,1739,8,West LA,848,1,310,BURGLARY,1606 0344,75,F,O,507,CONDOMINIUM/TOWNHOUSE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,,,,10100    EMPYREAN                     WY,,34.0539,-118.409
231517389,11/10/2023 0:00,11/9/2023 0:00,1300,15,N Hollywood,1557,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,4600    LANKERSHIM                   BL,,34.1535,-118.3677
231819107,11/9/2023 0:00,11/9/2023 0:00,1600,18,Southeast,1822,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,95TH                         ST,FIGUEROA                     ST,33.9501,-118.2827
231613909,11/9/2023 0:00,11/9/2023 0:00,1541,16,Foothill,1681,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2024 0302 1402,52,M,H,721,HIGH SCHOOL,102,HAND GUN,IC,Invest Cont,230,998,,,WICKS                        ST,ARLETA                       AV,34.2242,-118.4071
230220742,11/10/2023 0:00,11/9/2023 0:00,1630,2,Rampart,218,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1400 W  TEMPLE                       ST,,34.0726,-118.2578
230515627,11/9/2023 0:00,11/9/2023 0:00,937,5,Harbor,557,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0447 1822 0910 0202 2049,35,F,B,801,MTA BUS,310,CONCRETE BLOCK/BRICK,IC,Invest Cont,230,998,,,PACIFIC,7TH,33.7379,-118.2879
230123706,11/9/2023 0:00,11/9/2023 0:00,2000,1,Central,142,1,330,BURGLARY FROM VEHICLE,1300 1307 0329 0344,44,M,A,101,STREET,,,IC,Invest Cont,330,,,,300 S  FLOWER                       ST,,34.0543,-118.2535
231717696,11/11/2023 0:00,11/9/2023 0:00,1512,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104,0,X,O,409,BEAUTY SUPPLY STORE,,,IC,Invest Cont,442,,,,9300    TAMPA                        AV,,34.244,-118.5583
230617673,11/9/2023 0:00,11/9/2023 0:00,2200,6,Hollywood,643,1,330,BURGLARY FROM VEHICLE,1822 1300 1307 0344,46,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,7200 W  SUNSET                       BL,,34.1007,-118.3494
232001035,11/9/2023 0:00,11/9/2023 0:00,1600,20,Olympic,2069,1,210,ROBBERY,0342 1251 0352 1221 0355 0416 2024 0432 0420 0906,14,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,210,998,,,MENLO,PICO,34.0473,-118.2907
